Voucher Number,Reference,Date,Voucher Type,Party Name,Party Alias,Buyer's TIN No.,CST Number,Item Name,Godown,Item Batch,Acutal Quantity,Billed Quantity,Alternate Actual Quantity,Alternate Billed Quantity,Rate,Purchase Rate,Unit,Discount,Discount Amount,Margin,Amount,Purchase/Sales Ledger,Narration
PFIDEL001/18-19,PFIDEL001/17-18,3-Apr-18,Sales,Prem Enviromantel Solutions,,03262165823,,"20"" BB L -1""",Main Location,Primary Batch,12.00,12.00,,,420.00,355.00,Nos,0,,942.82,5040.00,IGST Sale,
PFIDEL001/18-19,PFIDEL001/17-18,3-Apr-18,Sales,Prem Enviromantel Solutions,,03262165823,,MEMFLO-4-300-2,Main Location,Primary Batch,5.00,5.00,,,2700.00,2400.00,Nos,0,,1936.11,13500.00,IGST Sale,
PFIDEL001/18-19,PFIDEL001/17-18,3-Apr-18,Sales,Prem Enviromantel Solutions,,03262165823,,"SPG 1354-2.5"" T",Main Location,Primary Batch,6.00,6.00,,,3100.00,2881.00,Nos,0,,1914.87,18600.00,IGST Sale,
PFIDEL002/18-19,PFIDEL002/17-18,3-Apr-18,Sales,Jal Jeevan Engineers,,07670425885,,"FRP 3072 - 4""TB",Main Location,Primary Batch,2.00,2.00,,,24000.00,20663.00,Nos,0,,6674.00,48000.00,SCGST Sale,
PFIDEL002/18-19,PFIDEL002/17-18,3-Apr-18,Sales,Jal Jeevan Engineers,,07670425885,,"FRP 3672 - 4""TB",Main Location,Primary Batch,2.00,2.00,,,32000.00,26330.00,Nos,0,,11340.00,64000.00,SCGST Sale,
PFIDEL002/18-19,PFIDEL002/17-18,3-Apr-18,Sales,Jal Jeevan Engineers,,07670425885,,"SP 30""",Main Location,Primary Batch,20.00,20.00,,,105.00,69.00,Nos,0,,720.00,2100.00,SCGST Sale,
PFIDEL003/18-19,,3-Apr-18,Sales,M/S  AQUA ROYAL ENGINEERING,,09388840091,,DS - ADP,Main Location,Primary Batch,35.00,35.00,,,200.00,100.00,Nos,0,,3636.36,7000.00,IGST Sale,
PFIDEL003/18-19,,3-Apr-18,Sales,M/S  AQUA ROYAL ENGINEERING,,09388840091,,HM 4040-BWE,Main Location,Primary Batch,10.00,10.00,,,7000.00,6450.00,Nos,0,,6863.64,70000.00,IGST Sale,
PFIDEL004/18-19,,3-Apr-18,Sales,Neomax Industrial Products,,09990601873,,IN 510 CT,Main Location,Primary Batch,1.00,1.00,,,2200.00,1150.00,Nos,0,,1050.00,2200.00,IGST Sale,
PFIDEL005/18-19,,3-Apr-18,Sales,Bimal Water Solutions,,09765714556V,09765714556C,"SP BB 20""",Main Location,Primary Batch,9.00,9.00,,,200.00,150.00,Nos,0,,450.00,1800.00,IGST Sale,
PFIDEL006/18-19,,3-Apr-18,Sales,PK Kapoor Chemical,,03041064218,,Spare Parts,Main Location,Primary Batch,3.00,3.00,,,350.00,100.00,Nos,0,,870.40,1050.00,IGST Sale,
PFIDEL007/18-19,,4-Apr-18,Sales,M/S  AQUA ROYAL ENGINEERING,,09388840091,,MD 1.5,Main Location,Primary Batch,10.00,10.00,,,2000.00,1702.00,Nos,0,,3122.35,20000.00,IGST Sale,
PFIDEL007/18-19,,4-Apr-18,Sales,M/S  AQUA ROYAL ENGINEERING,,09388840091,,"PP 20"" 5 UM",Main Location,Primary Batch,50.00,50.00,,,100.00,80.00,Nos,0,,1035.59,5000.00,IGST Sale,
PFIDEL007/18-19,,4-Apr-18,Sales,M/S  AQUA ROYAL ENGINEERING,,09388840091,,UV -ECS 040L,Main Location,Primary Batch,5.00,5.00,,,9050.00,7600.00,Nos,0,,7572.06,45250.00,IGST Sale,
PFIDEL008/18-19,,4-Apr-18,Sales,A3 Techno Crafts Pvt Ltd.,,,,65NB SMF,Main Location,Primary Batch,1.00,1.00,,,6000.00,5200.00,Nos,0,,800.00,6000.00,SCGST Sale,
PFIDEL008/18-19,,4-Apr-18,Sales,A3 Techno Crafts Pvt Ltd.,,,,65NB SMS,Main Location,Primary Batch,1.00,1.00,,,7000.00,5500.00,Nos,0,,1500.00,7000.00,SCGST Sale,
PFIDEL008/18-19,,4-Apr-18,Sales,A3 Techno Crafts Pvt Ltd.,,,,DS - H&L-36-4R,Main Location,Primary Batch,1.00,1.00,,,2850.00,1282.00,Nos,0,,1568.00,2850.00,SCGST Sale,
PFIDEL008/18-19,,4-Apr-18,Sales,A3 Techno Crafts Pvt Ltd.,,,,DS - H&L-42-6FL,Main Location,Primary Batch,1.00,1.00,,,11500.00,7955.00,Nos,0,,3545.00,11500.00,SCGST Sale,
PFIDEL008/18-19,,4-Apr-18,Sales,A3 Techno Crafts Pvt Ltd.,,,,"DS-TS 4""",Main Location,Primary Batch,1.00,1.00,,,650.00,225.00,Nos,0,,425.00,650.00,SCGST Sale,
PFIDEL008/18-19,,4-Apr-18,Sales,A3 Techno Crafts Pvt Ltd.,,,,"DS-TS 6""FL",Main Location,Primary Batch,1.00,1.00,,,5000.00,2610.00,Nos,0,,2390.00,5000.00,SCGST Sale,
PFIDEL008/18-19,,4-Apr-18,Sales,A3 Techno Crafts Pvt Ltd.,,,,"FRP 3672 - 4""TB",Main Location,Primary Batch,1.00,1.00,,,32500.00,26330.00,Nos,0,,6170.00,32500.00,SCGST Sale,
PFIDEL009/18-19,,4-Apr-18,Sales,Nascent Aqua,,07490380297,,"SPG 1054-2.5"" T",Main Location,Primary Batch,10.00,10.00,,,2300.00,1972.00,Nos,0,,3280.00,23000.00,SCGST Sale,
PFIDEL009/18-19,,4-Apr-18,Sales,Nascent Aqua,,07490380297,,"SPG 1354-2.5"" T",Main Location,Primary Batch,10.00,10.00,,,3100.00,2881.00,Nos,0,,2190.00,31000.00,SCGST Sale,
PFIDEL009/18-19,,4-Apr-18,Sales,Nascent Aqua,,07490380297,,"SPG 844-2.5"" T",Main Location,Primary Batch,10.00,10.00,,,1700.00,1483.00,Nos,0,,2170.00,17000.00,SCGST Sale,
PFIDEL010/18-19,,4-Apr-18,Sales,AR Aquaformatics Pvt Ltd,,07910471149,,"20"" Blue L 3/4""",Main Location,Primary Batch,2.00,2.00,,,225.00,135.00,Nos,0,,180.00,450.00,SCGST Sale,
PFIDEL010/18-19,,4-Apr-18,Sales,AR Aquaformatics Pvt Ltd,,07910471149,,20NB TMF W,Main Location,Primary Batch,2.00,2.00,,,750.00,550.00,Nos,0,,400.01,1500.00,SCGST Sale,
PFIDEL010/18-19,,4-Apr-18,Sales,AR Aquaformatics Pvt Ltd,,07910471149,,20NB TMS,Main Location,Primary Batch,4.00,4.00,,,850.00,662.00,Nos,0,,752.01,3400.00,SCGST Sale,
PFIDEL010/18-19,,4-Apr-18,Sales,AR Aquaformatics Pvt Ltd,,07910471149,,CRP-1HP,Main Location,Primary Batch,1.00,1.00,,,3600.00,2997.88,Nos,0,,602.13,3600.00,SCGST Sale,
PFIDEL010/18-19,,4-Apr-18,Sales,AR Aquaformatics Pvt Ltd,,07910471149,,DP - Dosing Pump,Main Location,Primary Batch,1.00,1.00,,,4500.00,4023.08,Nos,0,,476.94,4500.00,SCGST Sale,
PFIDEL010/18-19,,4-Apr-18,Sales,AR Aquaformatics Pvt Ltd,,07910471149,,ECOLINE 4-300-2,Main Location,Primary Batch,1.00,1.00,,,3750.00,3498.00,Nos,0,,252.01,3750.00,SCGST Sale,
PFIDEL010/18-19,,4-Apr-18,Sales,AR Aquaformatics Pvt Ltd,,07910471149,,HM 4040-BWE,Main Location,Primary Batch,2.00,2.00,,,7200.00,6450.00,Nos,0,,1500.06,14400.00,SCGST Sale,
PFIDEL010/18-19,,4-Apr-18,Sales,AR Aquaformatics Pvt Ltd,,07910471149,,PG 160 B,Main Location,Primary Batch,3.00,3.00,,,230.00,160.00,Nos,0,,210.00,690.00,SCGST Sale,
PFIDEL010/18-19,,4-Apr-18,Sales,AR Aquaformatics Pvt Ltd,,07910471149,,PG 400 C,Main Location,Primary Batch,2.00,2.00,,,230.00,180.00,Nos,0,,100.00,460.00,SCGST Sale,
PFIDEL010/18-19,,4-Apr-18,Sales,AR Aquaformatics Pvt Ltd,,07910471149,,RESIN,Main Location,Primary Batch,50.00,50.00,,,80.00,57.00,Nos,0,,1150.02,4000.00,SCGST Sale,
PFIDEL010/18-19,,4-Apr-18,Sales,AR Aquaformatics Pvt Ltd,,07910471149,,"S-STRAP 4""",Main Location,Primary Batch,2.00,2.00,,,125.00,80.00,Nos,0,,90.00,250.00,SCGST Sale,
PFIDEL010/18-19,,4-Apr-18,Sales,AR Aquaformatics Pvt Ltd,,07910471149,,SFM-15-60-600,Main Location,Primary Batch,2.00,2.00,,,500.00,367.01,Nos,0,,265.98,1000.00,SCGST Sale,
PFIDEL010/18-19,,4-Apr-18,Sales,AR Aquaformatics Pvt Ltd,,07910471149,,"SP 20""",Main Location,Primary Batch,2.00,2.00,,,80.00,44.00,Nos,0,,72.00,160.00,SCGST Sale,
PFIDEL010/18-19,,4-Apr-18,Sales,AR Aquaformatics Pvt Ltd,,07910471149,,"SPG 1054-2.5"" T",Main Location,Primary Batch,6.00,6.00,,,2350.00,1972.00,Nos,0,,2268.05,14100.00,SCGST Sale,
PFIDEL011/18-19,,4-Apr-18,Sales,Swajal Water Pvt Ltd,,06521947429,,UV -ECS 004L,Main Location,Primary Batch,4.00,4.00,,,2250.00,1950.00,Nos,0,,1500.00,9000.00,IGST Sale,
PFIDEL012/18-19,,4-Apr-18,Sales,Garg Sons,,03161112361,,"FRP 2472 - 4""TB",Main Location,Primary Batch,2.00,2.00,,,21500.00,16290.00,Nos,0,,10420.00,43000.00,IGST Sale,
PFIDEL013/18-19,,5-Apr-18,Sales,Triple Three India Energy Solution (P) Ltd,,07110387490,,40NB SMS,Main Location,Primary Batch,1.00,1.00,,,1550.00,1188.00,Nos,0,,362.00,1550.00,SCGST Sale,
PFIDEL015/18-19,,5-Apr-18,Sales,AR Aquaformatics Pvt Ltd,,07910471149,,25NB TMF,Main Location,Primary Batch,2.00,2.00,,,1050.00,813.33,Nos,0,,473.37,2100.00,SCGST Sale,
PFIDEL015/18-19,,5-Apr-18,Sales,AR Aquaformatics Pvt Ltd,,07910471149,,CRP-0.5 HP,Main Location,Primary Batch,1.00,1.00,,,2600.00,2160.82,Nos,0,,439.22,2600.00,SCGST Sale,
PFIDEL015/18-19,,5-Apr-18,Sales,AR Aquaformatics Pvt Ltd,,07910471149,,FLOATY-3M,Main Location,Primary Batch,1.00,1.00,,,300.00,167.32,Nos,0,,132.68,300.00,SCGST Sale,
PFIDEL015/18-19,,5-Apr-18,Sales,AR Aquaformatics Pvt Ltd,,07910471149,,"SPG 1054-2.5"" T",Main Location,Primary Batch,2.00,2.00,,,2350.00,1972.00,Nos,0,,756.07,4700.00,SCGST Sale,
PFIDEL015/18-19,,5-Apr-18,Sales,AR Aquaformatics Pvt Ltd,,07910471149,,UV -ECS 010L,Main Location,Primary Batch,1.00,1.00,,,3840.00,2900.00,Nos,0,,940.06,3840.00,SCGST Sale,
PFIDEL014/18-19,,5-Apr-18,Sales,Jal Jeevan Engineers,,07670425885,,UV -ECS 007L,Main Location,Primary Batch,10.00,10.00,,,2775.00,2300.00,Nos,0,,4750.00,27750.00,SCGST Sale,
PFIDEL016/18-19,,5-Apr-18,Sales,Spectrum Engineering Tech Pvt Ltd,,,,"SPG 1354-2.5"" T",Main Location,Primary Batch,1.00,1.00,,,3300.00,2881.00,Nos,0,,719.00,3300.00,SCGST Sale,
PFIDEL017/18-19,,5-Apr-18,Sales,Rose Water Solution Pvt. Ltd,,,,25NB TMF,Main Location,Primary Batch,10.00,10.00,,,900.00,813.33,Nos,0,,866.73,9000.00,SCGST Sale,
PFIDEL017/18-19,,5-Apr-18,Sales,Rose Water Solution Pvt. Ltd,,,,IN 510 CT,Main Location,Primary Batch,1.00,1.00,,,1800.00,1150.00,Nos,0,,650.01,1800.00,SCGST Sale,
PFIDEL017/18-19,,5-Apr-18,Sales,Rose Water Solution Pvt. Ltd,,,,"SP 10""",Main Location,Primary Batch,50.00,50.00,,,30.00,22.00,Nos,0,,400.01,1500.00,SCGST Sale,
PFIDEL017/18-19,,5-Apr-18,Sales,Rose Water Solution Pvt. Ltd,,,,"SPG 1465-4"" T",Main Location,Primary Batch,13.00,13.00,,,4625.00,4958.71,Nos,0,,-4338.01,60125.00,SCGST Sale,
PFIDEL017/18-19,,5-Apr-18,Sales,Rose Water Solution Pvt. Ltd,,,,"SPG 1665-4"" T",Main Location,Primary Batch,12.00,12.00,,,5600.00,5120.95,Nos,0,,5748.84,67200.00,SCGST Sale,
PFIDEL018/18-19,,5-Apr-18,Sales,Maxpure Water System Pvt Ltd,,07240306181,,"SPG 1248-2.5"" T",Main Location,Primary Batch,9.00,9.00,,,2750.00,2359.70,Nos,0,,3512.70,24750.00,SCGST Sale,
PFIDEL020/18-19,,6-Apr-18,Sales,Apex Ecotech Pvt Ltd,,07590363849,07590363849,"SP 30""",Main Location,Primary Batch,100.00,100.00,,,150.00,69.00,Nos,0,,8100.00,15000.00,SCGST Sale,
PFIDEL019/18-19,,6-Apr-18,Sales,Spectrum Engineering Tech Pvt Ltd,,,,25NB TMF,Main Location,Primary Batch,1.00,1.00,,,1000.00,813.14,Nos,0,,186.86,1000.00,SCGST Sale,Material Collected From Office By Your rep  Mr Raju
PFIDEL021/18-19,,6-Apr-18,Sales,K.B Aqua Pure Pvt. Ltd.,,07360222210,,DS - H&L-36-4R,Main Location,Primary Batch,1.00,1.00,,,2850.00,1282.00,Nos,0,,1746.13,2850.00,SCGST Sale,
PFIDEL021/18-19,,6-Apr-18,Sales,K.B Aqua Pure Pvt. Ltd.,,07360222210,,"DS-TS 4""",Main Location,Primary Batch,1.00,1.00,,,650.00,225.00,Nos,0,,465.63,650.00,SCGST Sale,
PFIDEL021/18-19,,6-Apr-18,Sales,K.B Aqua Pure Pvt. Ltd.,,07360222210,,"FRP 3672 - 4""TB",Main Location,Primary Batch,1.00,1.00,,,28500.00,26330.00,Nos,0,,3951.25,28500.00,SCGST Sale,
PFIDEL022/18-19,,6-Apr-18,Sales,D.M Water World,,07360473343,07360473343,20NB TMF W,Main Location,Primary Batch,10.00,10.00,,,650.00,550.00,Nos,0,,1000.00,6500.00,SCGST Sale,
PFIDEL022/18-19,,6-Apr-18,Sales,D.M Water World,,07360473343,07360473343,40NB TMF,Main Location,Primary Batch,9.00,9.00,,,1200.00,1080.00,Nos,0,,1080.00,10800.00,SCGST Sale,
PFIDEL022/18-19,,6-Apr-18,Sales,D.M Water World,,07360473343,07360473343,"SPG 1248-2.5"" T",Main Location,Primary Batch,4.00,4.00,,,2700.00,2363.00,Nos,0,,1348.00,10800.00,SCGST Sale,
PFIDEL022/18-19,,6-Apr-18,Sales,D.M Water World,,07360473343,07360473343,"SPG 1665-4"" T",Main Location,Primary Batch,7.00,7.00,,,5900.00,5120.94,Nos,0,,5453.42,41300.00,SCGST Sale,
PFIDEL023/18-19,,6-Apr-18,Sales,Shree Bharat Ion Exchange Engineers (U.P),,,,"20"" BB L 1.5""",Main Location,Primary Batch,4.00,4.00,,,550.00,355.00,Nos,0,,856.99,2200.00,IGST Sale,
PFIDEL023/18-19,,6-Apr-18,Sales,Shree Bharat Ion Exchange Engineers (U.P),,,,DS - H&L-30-4R,Main Location,Primary Batch,2.00,2.00,,,2350.00,1053.00,Nos,0,,2758.48,4700.00,IGST Sale,
PFIDEL023/18-19,,6-Apr-18,Sales,Shree Bharat Ion Exchange Engineers (U.P),,,,"DS-TS 4""",Main Location,Primary Batch,2.00,2.00,,,650.00,225.00,Nos,0,,895.49,1300.00,IGST Sale,
PFIDEL023/18-19,,6-Apr-18,Sales,Shree Bharat Ion Exchange Engineers (U.P),,,,ECOLINE 8-300-3,Main Location,Primary Batch,2.00,2.00,,,22000.00,19038.00,Nos,0,,7463.81,44000.00,IGST Sale,
PFIDEL023/18-19,,6-Apr-18,Sales,Shree Bharat Ion Exchange Engineers (U.P),,,,"FRP 3072 - 4""TB",Main Location,Primary Batch,2.00,2.00,,,24000.00,20663.00,Nos,0,,8353.79,48000.00,IGST Sale,
PFIDEL023/18-19,,6-Apr-18,Sales,Shree Bharat Ion Exchange Engineers (U.P),,,,IN 510 CT,Main Location,Primary Batch,2.00,2.00,,,2200.00,1150.00,Nos,0,,2253.98,4400.00,IGST Sale,
PFIDEL023/18-19,,6-Apr-18,Sales,Shree Bharat Ion Exchange Engineers (U.P),,,,IN 510 P,Main Location,Primary Batch,1.00,1.00,,,5500.00,3428.57,Nos,0,,2263.91,5500.00,IGST Sale,
PFIDEL023/18-19,,6-Apr-18,Sales,Shree Bharat Ion Exchange Engineers (U.P),,,,MD 1.5,Main Location,Primary Batch,2.00,2.00,,,2100.00,1702.00,Nos,0,,942.98,4200.00,IGST Sale,
PFIDEL024/18-19,,6-Apr-18,Sales,Equipcare Engineers,,07730272495,,RO-HP Red,Main Location,Primary Batch,15.00,15.00,,,275.00,225.00,Nos,0,,750.00,4125.00,SCGST Sale,
PFIDEL024/18-19,,6-Apr-18,Sales,Equipcare Engineers,,07730272495,,RO-LP BLUE,Main Location,Primary Batch,15.00,15.00,,,275.00,225.00,Nos,0,,750.00,4125.00,SCGST Sale,
PFIDEL025/18-19,,6-Apr-18,Sales,AR Aquaformatics Pvt Ltd,,07910471149,,Media,Main Location,Primary Batch,125.00,125.00,,,5.00,3.50,Nos,0,,812.77,1250.00,SCGST Sale,
PFIDEL025/18-19,,6-Apr-18,Sales,AR Aquaformatics Pvt Ltd,,07910471149,,"SP 20""",Main Location,Primary Batch,2.00,2.00,,,80.00,44.00,Nos,0,,72.03,160.00,SCGST Sale,
PFIDEL026/18-19,,6-Apr-18,Sales,Delta Pure Technologies India Pvt Ltd,,07020215219,07020215219,"20"" Blue L 1/2""",Main Location,Primary Batch,20.00,20.00,,,200.00,129.64,Nos,0,,1435.04,4000.00,SCGST Sale,
PFIDEL026/18-19,,6-Apr-18,Sales,Delta Pure Technologies India Pvt Ltd,,07020215219,07020215219,"DS-TS 4""",Main Location,Primary Batch,20.00,20.00,,,450.00,225.00,Nos,0,,4562.63,9000.00,SCGST Sale,
PFIDEL026/18-19,,6-Apr-18,Sales,Delta Pure Technologies India Pvt Ltd,,07020215219,07020215219,ECOLINE 4-300-2,Main Location,Primary Batch,6.00,6.00,,,3750.00,3498.00,Nos,0,,1668.58,22500.00,SCGST Sale,
PFIDEL026/18-19,,6-Apr-18,Sales,Delta Pure Technologies India Pvt Ltd,,07020215219,07020215219,"FRP 1665 - 4""TB",Main Location,Primary Batch,10.00,10.00,,,8900.00,7400.00,Nos,0,,15619.35,89000.00,SCGST Sale,
PFIDEL026/18-19,,6-Apr-18,Sales,Delta Pure Technologies India Pvt Ltd,,07020215219,07020215219,PG 160 B,Main Location,Primary Batch,40.00,40.00,,,240.00,160.00,Nos,0,,3266.81,9600.00,SCGST Sale,
PFIDEL026/18-19,,6-Apr-18,Sales,Delta Pure Technologies India Pvt Ltd,,07020215219,07020215219,PG 400 B,Main Location,Primary Batch,40.00,40.00,,,240.00,160.00,Nos,0,,3266.81,9600.00,SCGST Sale,
PFIDEL027/18-19,PFIDEL027/18-19,6-Apr-18,Sales,Rian Enterprises,,,,DP - E Dose,Main Location,Primary Batch,1.00,1.00,,,3500.00,3250.00,Nos,0,,250.00,3500.00,SCGST Sale,
PFIDEL027/18-19,PFIDEL027/18-19,6-Apr-18,Sales,Rian Enterprises,,,,"DS-TS 4""",Main Location,Primary Batch,2.00,2.00,,,500.00,225.00,Nos,0,,550.00,1000.00,SCGST Sale,
PFIDEL027/18-19,PFIDEL027/18-19,6-Apr-18,Sales,Rian Enterprises,,,,"FRP 2162 - 4""TB",Main Location,Primary Batch,1.00,1.00,,,17000.00,14125.00,Nos,0,,2875.00,17000.00,SCGST Sale,
PFIDEL028/18-19,,6-Apr-18,Sales,ECO  PARYAVARN ENGINEERS & CONS (P) LTD,,,,"PP 30"" 5 UM",Main Location,Primary Batch,80.00,80.00,,,165.00,120.00,Nos,0,,3900.00,13200.00,IGST Sale,
PFIDEL029/18-19,,7-Apr-18,Sales,Sarvo International,,06921330095,,C 225 NA,Main Location,Primary Batch,150.00,150.00,,,80.00,70.00,Nos,0,,1500.00,12000.00,IGST Sale,
PFIDEL029/18-19,,7-Apr-18,Sales,Sarvo International,,06921330095,,"SPG 1465-4"" T",Main Location,Primary Batch,1.00,1.00,,,4900.00,4439.88,Nos,0,,460.12,4900.00,IGST Sale,
PFIDEL030/18-19,,7-Apr-18,Sales,Sarvo Technologies Ltd,,06831310502,,25NB TMF,Main Location,Primary Batch,2.00,2.00,,,1050.00,812.55,Nos,0,,474.90,2100.00,IGST Sale,
PFIDEL030/18-19,,7-Apr-18,Sales,Sarvo Technologies Ltd,,06831310502,,DP - E Dose,Main Location,Primary Batch,2.00,2.00,,,3600.00,3250.00,Nos,0,,700.00,7200.00,IGST Sale,
PFIDEL030/18-19,,7-Apr-18,Sales,Sarvo Technologies Ltd,,06831310502,,DS - ADP,Main Location,Primary Batch,2.00,2.00,,,250.00,100.00,Nos,0,,300.00,500.00,IGST Sale,
PFIDEL030/18-19,,7-Apr-18,Sales,Sarvo Technologies Ltd,,06831310502,,DS - H&L-16-4R,Main Location,Primary Batch,2.00,2.00,,,1850.00,945.00,Nos,0,,1810.00,3700.00,IGST Sale,
PFIDEL030/18-19,,7-Apr-18,Sales,Sarvo Technologies Ltd,,06831310502,,DS-VB,Main Location,Primary Batch,1.00,1.00,,,650.00,247.00,Nos,0,,403.00,650.00,IGST Sale,
PFIDEL030/18-19,,7-Apr-18,Sales,Sarvo Technologies Ltd,,06831310502,,ECOLINE 4-300-2,Main Location,Primary Batch,2.00,2.00,,,3750.00,3498.00,Nos,0,,504.00,7500.00,IGST Sale,
PFIDEL030/18-19,,7-Apr-18,Sales,Sarvo Technologies Ltd,,06831310502,,"S-STRAP 4""",Main Location,Primary Batch,4.00,4.00,,,125.00,80.00,Nos,0,,180.00,500.00,IGST Sale,
PFIDEL030/18-19,,7-Apr-18,Sales,Sarvo Technologies Ltd,,06831310502,,"SPG 1665-4"" T",Main Location,Primary Batch,2.00,2.00,,,5800.00,5120.95,Nos,0,,1358.10,11600.00,IGST Sale,
PFIDEL031/18-19,,7-Apr-18,Sales,Jal Jeevan Engineers,,07670425885,,IN 510 P,Main Location,Primary Batch,1.00,1.00,,,5000.00,3433.33,Nos,0,,1566.67,5000.00,SCGST Sale,
PFIDEL032/18-19,,7-Apr-18,Sales,Global Enterprises,,05017254773,,40NB TMF,Main Location,Primary Batch,2.00,2.00,,,1500.00,1080.00,Nos,0,,896.82,3000.00,IGST Sale,Material Being Sent Agn Po From Customer -
PFIDEL032/18-19,,7-Apr-18,Sales,Global Enterprises,,05017254773,,DP - E Dose,Main Location,Primary Batch,4.00,4.00,,,3600.00,3250.00,Nos,0,,1672.73,14400.00,IGST Sale,Material Being Sent Agn Po From Customer -
PFIDEL032/18-19,,7-Apr-18,Sales,Global Enterprises,,05017254773,,Media,Main Location,Primary Batch,100.00,100.00,,,6.00,3.50,Nos,0,,261.36,600.00,IGST Sale,Material Being Sent Agn Po From Customer -
PFIDEL032/18-19,,7-Apr-18,Sales,Global Enterprises,,05017254773,,"SPG 1354-2.5"" T",Main Location,Primary Batch,1.00,1.00,,,3400.00,2881.00,Nos,0,,583.39,3400.00,IGST Sale,Material Being Sent Agn Po From Customer -
PFIDEL032/18-19,,7-Apr-18,Sales,Global Enterprises,,05017254773,,"SPG 1465-4"" T",Main Location,Primary Batch,1.00,1.00,,,5000.00,4439.88,Nos,0,,654.82,5000.00,IGST Sale,Material Being Sent Agn Po From Customer -
PFIDEL033/18-19,,7-Apr-18,Sales,Vee Aar Tech Solution,,07730346118,,"SP BB 20""",Main Location,Primary Batch,7.00,7.00,,,170.00,139.30,Nos,0,,215.10,1190.00,SCGST Sale,
PFIDEL034/18-19,,7-Apr-18,Sales,Krishna Enterprises,,06381821697,,PG 400 C,Main Location,Primary Batch,1.00,1.00,,,240.00,180.00,Nos,0,,60.00,240.00,IGST Sale,
PFIDEL034/18-19,,7-Apr-18,Sales,Krishna Enterprises,,06381821697,,"SP BB 20""",Main Location,Primary Batch,7.00,7.00,,,180.00,139.30,Nos,0,,284.90,1260.00,IGST Sale,
PFIDEL035/18-19,,7-Apr-18,Sales,ION SOLUTION,,,,"BB 20""- 4""",Main Location,Primary Batch,20.00,20.00,,,250.00,190.00,Nos,0,,1200.00,5000.00,IGST Sale,
PFIDEL036/18-19,,7-Apr-18,Sales,Total Water Solution (Baddi),,,,"BB 20""- 4""",Main Location,Primary Batch,30.00,30.00,,,240.00,190.00,Nos,0,,1572.77,7200.00,IGST Sale,
PFIDEL036/18-19,,7-Apr-18,Sales,Total Water Solution (Baddi),,,,DP - E Dose,Main Location,Primary Batch,5.00,5.00,,,3500.00,3250.00,Nos,0,,1426.88,17500.00,IGST Sale,
PFIDEL036/18-19,,7-Apr-18,Sales,Total Water Solution (Baddi),,,,"MB 10""",Main Location,Primary Batch,25.00,25.00,,,18.00,13.00,Nos,0,,129.55,450.00,IGST Sale,
PFIDEL036/18-19,,7-Apr-18,Sales,Total Water Solution (Baddi),,,,"PL 10"" 0.45 UM",Main Location,Primary Batch,15.00,15.00,,,450.00,250.00,Nos,0,,3068.22,6750.00,IGST Sale,
PFIDEL036/18-19,,7-Apr-18,Sales,Total Water Solution (Baddi),,,,"PL 20"" 0.2UM",Main Location,Primary Batch,1.00,1.00,,,950.00,544.12,Nos,0,,415.48,950.00,IGST Sale,
PFIDEL036/18-19,,7-Apr-18,Sales,Total Water Solution (Baddi),,,,"PP 20"" 5 UM",Main Location,Primary Batch,25.00,25.00,,,95.00,80.00,Nos,0,,399.00,2375.00,IGST Sale,
PFIDEL036/18-19,,7-Apr-18,Sales,Total Water Solution (Baddi),,,,"SP 10""",Main Location,Primary Batch,30.00,30.00,,,30.00,22.00,Nos,0,,249.10,900.00,IGST Sale,
PFIDEL036/18-19,,7-Apr-18,Sales,Total Water Solution (Baddi),,,,"SP BB 20""",Main Location,Primary Batch,20.00,20.00,,,175.00,139.30,Nos,0,,749.38,3500.00,IGST Sale,
PFIDEL037/18-19,,7-Apr-18,Sales,Total Water Solution,,06041050346,,DP - E Dose,Main Location,Primary Batch,5.00,5.00,,,3500.00,3250.00,Nos,0,,1350.00,17500.00,IGST Sale,
PFIDEL038/18-19,,7-Apr-18,Sales,M/s Sai Technical Services,,09650023740,,"DS-TS 4""",Main Location,Primary Batch,6.00,6.00,,,600.00,382.00,Nos,0,,1608.00,3600.00,IGST Sale,
PFIDEL039/18-19,,7-Apr-18,Sales,Sanjeev Aggarwal,,,,"20"" BB L 1.5""",Main Location,Primary Batch,2.00,2.00,,,500.00,355.00,Nos,0,,290.00,1000.00,SCGST Sale,
PFIDEL039/18-19,,7-Apr-18,Sales,Sanjeev Aggarwal,,,,25NB TMF,Main Location,Primary Batch,1.00,1.00,,,1100.00,812.55,Nos,0,,287.45,1100.00,SCGST Sale,
PFIDEL039/18-19,,7-Apr-18,Sales,Sanjeev Aggarwal,,,,"BB 20""- 4.25""",Main Location,Primary Batch,2.00,2.00,,,230.00,265.20,Nos,0,,-70.40,460.00,SCGST Sale,
PFIDEL039/18-19,,7-Apr-18,Sales,Sanjeev Aggarwal,,,,"SP BB 20""",Main Location,Primary Batch,2.00,2.00,,,220.00,139.30,Nos,0,,161.40,440.00,SCGST Sale,
PFIDEL040/18-19,,7-Apr-18,Sales,HYPER FILTERATION PVT. LTD,,09188801411,,SWC 5 LD 8040,Main Location,Primary Batch,42.00,42.00,,,37000.00,32000.00,Nos,0,,213000.00,1554000.00,IGST Sale,Material Being Sent Agn Po Dt- 3.4.18  from  Party
